card_id	german	tatoeba_attribution
x20237	Gast	CC-BY 2.0 (France) Attribution: tatoeba.org #11252500 (sundown) & #8089539 (Luiaard)
x20238	Wein	CC-BY 2.0 (France) Attribution: tatoeba.org #3151463 (CK) & #12365659 (mayabe)
x20239	stöhnen	CC-BY 2.0 (France) Attribution: tatoeba.org #2860787 (CK) & #2128419 (al_ex_an_der)
x20240	irgendetwas	CC-BY 2.0 (France) Attribution: tatoeba.org #6890508 (CK) & #10008066 (Melang)
x20241	wofür	CC-BY 2.0 (France) Attribution: tatoeba.org #9926408 (sundown) & #907762 (Esperantostern)
x20242	Beispiel	CC-BY 2.0 (France) Attribution: tatoeba.org #395402 (CK) & #1343468 (Esperantostern)
x20243	Bank	CC-BY 2.0 (France) Attribution: tatoeba.org #2648759 (CK) & #10671696 (Pfirsichbaeumchen)
x20244	Volk	CC-BY 2.0 (France) Attribution: tatoeba.org #307510 (CK) & #726131 (Esperantostern)
x20245	Flugzeug	CC-BY 2.0 (France) Attribution: tatoeba.org #318097 (CM) & #651896 (Pfirsichbaeumchen)
x20246	dasselbe	CC-BY 2.0 (France) Attribution: tatoeba.org #11537788 (sundown) & #10631204 (Pfirsichbaeumchen)
x20247	Weise	CC-BY 2.0 (France) Attribution: tatoeba.org #2649166 (CK) & #2852594 (raggione)
x20248	zwingen	CC-BY 2.0 (France) Attribution: tatoeba.org #1951633 (CK) & #1953721 (Pfirsichbaeumchen)
x20249	darin	CC-BY 2.0 (France) Attribution: tatoeba.org #7714908 (CK) & #6645271 (Felixjp)
x20250	gebären	CC-BY 2.0 (France) Attribution: tatoeba.org #507507 (CK) & #1486311 (Espi)
x20251	Vorsicht	CC-BY 2.0 (France) Attribution: tatoeba.org #2246050 (CK) & #2247293 (Pfirsichbaeumchen)
x20252	trennen	CC-BY 2.0 (France) Attribution: tatoeba.org #40339 (Swift) & #455458 (al_ex_an_der)
x20253	normal	CC-BY 2.0 (France) Attribution: tatoeba.org #1663257 (Spamster) & #1697627 (Pfirsichbaeumchen)
x20254	feuern	CC-BY 2.0 (France) Attribution: tatoeba.org #3331017 (CK) & #3409992 (Plusquamperfekt)
x20255	bar	CC-BY 2.0 (France) Attribution: tatoeba.org #8979298 (Ergulis) & #7361553 (raggione)
x20256	Bulle	CC-BY 2.0 (France) Attribution: tatoeba.org #8825923 (danepo) & #8826253 (Pfirsichbaeumchen)
x20257	Hunger	CC-BY 2.0 (France) Attribution: tatoeba.org #1475877 (CK) & #1031153 (MUIRIEL)
x20258	Geburtstag	CC-BY 2.0 (France) Attribution: tatoeba.org #2713639 (CK) & #12503931 (mayabe)
x20259	angreifen	CC-BY 2.0 (France) Attribution: tatoeba.org #2241165 (CK) & #8302345 (Luiaard)
x20260	Frieden	CC-BY 2.0 (France) Attribution: tatoeba.org #11921957 (ddnktr) & #12455908 (Waldelfe)
x20261	drücken	CC-BY 2.0 (France) Attribution: tatoeba.org #1652072 (Spamster) & #1652078 (al_ex_an_der)
x20262	Firma	CC-BY 2.0 (France) Attribution: tatoeba.org #60000 (CM) & #660980 (Vortarulo)
x20263	derjenige	CC-BY 2.0 (France) Attribution: tatoeba.org #2547670 (CK) & #6626018 (Felixjp)
x20264	entspannen	CC-BY 2.0 (France) Attribution: tatoeba.org #2175264 (CM) & #3949875 (pne)
x20265	trauen	CC-BY 2.0 (France) Attribution: tatoeba.org #3905065 (CH) & #1777730 (Pfirsichbaeumchen)
x20266	ergeben	CC-BY 2.0 (France) Attribution: tatoeba.org #2246291 (Hybrid) & #10178898 (Yorwba)
x20267	Anruf	CC-BY 2.0 (France) Attribution: tatoeba.org #2387284 (CK) & #2232518 (Vortarulo)
x20268	mitbringen	CC-BY 2.0 (France) Attribution: tatoeba.org #24068 (CK) & #1731484 (Pfirsichbaeumchen)
x20269	Befehl	CC-BY 2.0 (France) Attribution: tatoeba.org #3726318 (CM) & #12016192 (Pfirsichbaeumchen)
x20270	Sekunde	CC-BY 2.0 (France) Attribution: tatoeba.org #4013374 (CK) & #8862714 (wolfgangth)
x20271	Regierung	CC-BY 2.0 (France) Attribution: tatoeba.org #802177 (Source_VOA) & #1040898 (al_ex_an_der)
x20272	Show	CC-BY 2.0 (France) Attribution: tatoeba.org #9686262 (CK) & #13644135 (Naina)
x20273	Güte	CC-BY 2.0 (France) Attribution: tatoeba.org #54417 (CK) & #963282 (Sudajaengi)
x20274	geraten	CC-BY 2.0 (France) Attribution: tatoeba.org #323522 (CK) & #1525639 (al_ex_an_der)
x20275	befinden	CC-BY 2.0 (France) Attribution: tatoeba.org #2548883 (CK) & #12544779 (Waldelfe)
x20276	Weihnachten	CC-BY 2.0 (France) Attribution: tatoeba.org #7198363 (CK) & #7665283 (wolfgangth)
x20277	Armee	CC-BY 2.0 (France) Attribution: tatoeba.org #2646768 (CK) & #3022103 (Esperantostern)
x20278	Zeitung	CC-BY 2.0 (France) Attribution: tatoeba.org #6398059 (mojeanin) & #1306608 (Pfirsichbaeumchen)
x20279	Drink	CC-BY 2.0 (France) Attribution: tatoeba.org #2390863 (CK) & #10021394 (wolfgangth)
x20280	lauten	CC-BY 2.0 (France) Attribution: tatoeba.org #1650244 (Spamster) & #3119041 (dinkel_girl)
x20281	Maschine	CC-BY 2.0 (France) Attribution: tatoeba.org #48819 (mamat) & #365905 (Wolf)
x20282	Schicksal	CC-BY 2.0 (France) Attribution: tatoeba.org #5737467 (CM) & #8453262 (Tamy)
x20283	ran	CC-BY 2.0 (France) Attribution: tatoeba.org #953245 (CK) & #10101473 (Yorwba)
x20284	schmecken	CC-BY 2.0 (France) Attribution: tatoeba.org #4430565 (Zaher) & #4482542 (raggione)
x20285	schneiden	CC-BY 2.0 (France) Attribution: tatoeba.org #10520328 (sundown) & #7743089 (brauchinet)
x20286	rauchen	CC-BY 2.0 (France) Attribution: tatoeba.org #997102 (CK) & #591819 (Manfredo)
x20287	namens	CC-BY 2.0 (France) Attribution: tatoeba.org #802558 (Source_VOA) & #1495172 (Zaghawa)
x20288	Lied	CC-BY 2.0 (France) Attribution: tatoeba.org #2649120 (CK) & #2888572 (raggione)
x20289	auftauchen	CC-BY 2.0 (France) Attribution: tatoeba.org #18037 (CK) & #948113 (Manfredo)
x20290	Blick	CC-BY 2.0 (France) Attribution: tatoeba.org #1125647 (CM) & #12425430 (mayabe)
x20291	vergeben	CC-BY 2.0 (France) Attribution: tatoeba.org #1663842 (Spamster) & #1687854 (Pfirsichbaeumchen)
x20292	Präsident	CC-BY 2.0 (France) Attribution: tatoeba.org #265389 (CK) & #2747732 (raggione)
x20293	danken	CC-BY 2.0 (France) Attribution: tatoeba.org #2013598 (CK) & #2081896 (Tamy)
x20294	leise	CC-BY 2.0 (France) Attribution: tatoeba.org #890756 (Scott) & #7060150 (quicksanddiver)
x20295	abhauen	CC-BY 2.0 (France) Attribution: tatoeba.org #2360589 (CK) & #6644032 (Felixjp)
x20296	klauen	CC-BY 2.0 (France) Attribution: tatoeba.org #1652295 (Spamster) & #12388787 (mayabe)
x20297	kapieren	CC-BY 2.0 (France) Attribution: tatoeba.org #1233613 (Eldad) & #7196244 (Luiaard)
x20298	entweder	CC-BY 2.0 (France) Attribution: tatoeba.org #17726 (CK) & #3984713 (Kuraimegami)
x20299	Gruppe	CC-BY 2.0 (France) Attribution: tatoeba.org #1553459 (CK) & #1688269 (Pfirsichbaeumchen)
x20300	Mädel	CC-BY 2.0 (France) Attribution: tatoeba.org #2210696 (Hybrid) & #8227492 (MisterTrouser)
x20301	erscheinen	CC-BY 2.0 (France) Attribution: tatoeba.org #264583 (CK) & #1482148 (Zaghawa)
x20302	Glückwunsch	CC-BY 2.0 (France) Attribution: tatoeba.org #321781 (Scott) & #623530 (virgil)
x20303	Königin	CC-BY 2.0 (France) Attribution: tatoeba.org #25611 (CK) & #787427 (Hans_Adler)
x20304	Mark	CC-BY 2.0 (France) Attribution: tatoeba.org #10534284 (Hybrid) & #10534942 (Pfirsichbaeumchen)
x20305	Kunde	CC-BY 2.0 (France) Attribution: tatoeba.org #259912 (CK) & #825045 (Pfirsichbaeumchen)
x20306	mitkommen	CC-BY 2.0 (France) Attribution: tatoeba.org #1895812 (CK) & #1907302 (Pfirsichbaeumchen)
x20307	Bord	CC-BY 2.0 (France) Attribution: tatoeba.org #10949743 (CK) & #10949774 (Pfirsichbaeumchen)
x20308	entkommen	CC-BY 2.0 (France) Attribution: tatoeba.org #2203660 (CK) & #2204267 (Pfirsichbaeumchen)
x20309	Adresse	CC-BY 2.0 (France) Attribution: tatoeba.org #1845501 (CK) & #1851671 (Pfirsichbaeumchen)
x20310	anziehen	CC-BY 2.0 (France) Attribution: tatoeba.org #419660 (CK) & #421605 (MUIRIEL)
x20311	unterhalten	CC-BY 2.0 (France) Attribution: tatoeba.org #2645216 (CK) & #3428836 (Pfirsichbaeumchen)
x20312	Monster	CC-BY 2.0 (France) Attribution: tatoeba.org #11574518 (sundown) & #3523038 (Pfirsichbaeumchen)
x20313	irren	CC-BY 2.0 (France) Attribution: tatoeba.org #1777421 (Spamster) & #1777637 (Pfirsichbaeumchen)
x20314	Mission	CC-BY 2.0 (France) Attribution: tatoeba.org #3312452 (CK) & #3529914 (Pfirsichbaeumchen)
x20315	worauf	CC-BY 2.0 (France) Attribution: tatoeba.org #3824605 (CK) & #5430806 (Zaghawa)
x20316	Achtung	CC-BY 2.0 (France) Attribution: tatoeba.org #263114 (CK) & #6443172 (Pfirsichbaeumchen)
x20317	Position	CC-BY 2.0 (France) Attribution: tatoeba.org #4597409 (Hybrid) & #6321499 (Pfirsichbaeumchen)
x20318	streiten	CC-BY 2.0 (France) Attribution: tatoeba.org #2111505 (CK) & #10821865 (manese)
x20319	Wochenende	CC-BY 2.0 (France) Attribution: tatoeba.org #11542200 (sundown) & #11485742 (Pfirsichbaeumchen)
x20320	reinkommen	CC-BY 2.0 (France) Attribution: tatoeba.org #281900 (CK) & #421847 (MUIRIEL)
x20321	richten	CC-BY 2.0 (France) Attribution: tatoeba.org #10012241 (Nylez) & #10012685 (Pfirsichbaeumchen)
x20322	decken	CC-BY 2.0 (France) Attribution: tatoeba.org #9028422 (Hybrid) & #10256721 (Pfirsichbaeumchen)
x20323	zuvor	CC-BY 2.0 (France) Attribution: tatoeba.org #4499848 (CK) & #2328020 (al_ex_an_der)
x20324	hingehen	CC-BY 2.0 (France) Attribution: tatoeba.org #70007 (CM) & #1717167 (Hans07)
x20325	Hälfte	CC-BY 2.0 (France) Attribution: tatoeba.org #282751 (CK) & #3175866 (Manfredo)
x20326	rauskommen	CC-BY 2.0 (France) Attribution: tatoeba.org #3387696 (CK) & #6645208 (Felixjp)
x20327	entführen	CC-BY 2.0 (France) Attribution: tatoeba.org #10100716 (ddnktr) & #12525066 (Yorwba)
x20328	wiederholen	CC-BY 2.0 (France) Attribution: tatoeba.org #1845510 (CK) & #1846302 (Tamy)
x20329	befreien	CC-BY 2.0 (France) Attribution: tatoeba.org #29645 (CM) & #1190232 (Sudajaengi)
x20330	Brauch	CC-BY 2.0 (France) Attribution: tatoeba.org #10545423 (CK) & #12454838 (Waldelfe)
x20331	vorne	CC-BY 2.0 (France) Attribution: tatoeba.org #9621460 (CK) & #9622852 (Pfirsichbaeumchen)
x20332	Unsinn	CC-BY 2.0 (France) Attribution: tatoeba.org #1521868 (erikspen) & #2136733 (Esperantostern)
x20333	davor	CC-BY 2.0 (France) Attribution: tatoeba.org #5746691 (CM) & #8697928 (dasbeispielholz)
x20334	Papier	CC-BY 2.0 (France) Attribution: tatoeba.org #263355 (CK) & #6051799 (raggione)
x20335	Prinzessin	CC-BY 2.0 (France) Attribution: tatoeba.org #3498699 (Hybrid) & #3498702 (Pfirsichbaeumchen)
x20336	Planet	CC-BY 2.0 (France) Attribution: tatoeba.org #681736 (Source_VOA) & #759010 (Pfirsichbaeumchen)
x20337	zurückkehren	CC-BY 2.0 (France) Attribution: tatoeba.org #579629 (CM) & #580494 (jakov)
x20338	verfluchen	CC-BY 2.0 (France) Attribution: tatoeba.org #10268946 (shekitten) & #10294421 (Pfirsichbaeumchen)
x20339	Farbe	CC-BY 2.0 (France) Attribution: tatoeba.org #450046 (CM) & #1484017 (Zaghawa)
x20340	lassen	CC-BY 2.0 (France) Attribution: tatoeba.org #38828 (CK) & #2983848 (Zaghawa)
x20341	denken	CC-BY 2.0 (France) Attribution: tatoeba.org #5254466 (AlanF_US) & #6645627 (Felixjp)
x20342	etwas	CC-BY 2.0 (France) Attribution: tatoeba.org #42563 (CM) & #2172503 (Tamy)
x20343	wirklich	CC-BY 2.0 (France) Attribution: tatoeba.org #2712788 (CK) & #3529358 (Pfirsichbaeumchen)
x20344	weg	CC-BY 2.0 (France) Attribution: tatoeba.org #9188549 (CK) & #11737431 (Pfirsichbaeumchen)
x20345	ganz	CC-BY 2.0 (France) Attribution: tatoeba.org #11858036 (CK) & #11858491 (Pfirsichbaeumchen)
x20346	reden	CC-BY 2.0 (France) Attribution: tatoeba.org #1920694 (Spamster) & #1920734 (Pfirsichbaeumchen)
x20347	sicher	CC-BY 2.0 (France) Attribution: tatoeba.org #304548 (CM) & #1632999 (Sudajaengi)
x20348	genau	CC-BY 2.0 (France) Attribution: tatoeba.org #1676730 (Spamster) & #1678714 (Pfirsichbaeumchen)
x20349	passieren	CC-BY 2.0 (France) Attribution: tatoeba.org #6359660 (Hybrid) & #13282229 (Waldelfe)
x20350	jeder	CC-BY 2.0 (France) Attribution: tatoeba.org #11013418 (CK) & #11013509 (brauchinet)
x20351	sterben	CC-BY 2.0 (France) Attribution: tatoeba.org #768684 (Zifre) & #2305083 (Pfirsichbaeumchen)
x20352	selbst	CC-BY 2.0 (France) Attribution: tatoeba.org #2199347 (Hybrid) & #9982339 (wolfgangth)
x20353	Sache	CC-BY 2.0 (France) Attribution: tatoeba.org #5217289 (CK) & #6644587 (Felixjp)
x20354	fallen	CC-BY 2.0 (France) Attribution: tatoeba.org #10083343 (CK) & #13390917 (Waldelfe)
x20355	wegen	CC-BY 2.0 (France) Attribution: tatoeba.org #26797 (CK) & #511430 (Espi)
x20356	Angst	CC-BY 2.0 (France) Attribution: tatoeba.org #1111459 (Scott) & #1111469 (Pfirsichbaeumchen)
x20357	schaffen	CC-BY 2.0 (France) Attribution: tatoeba.org #1159755 (CK) & #5244040 (Sudajaengi)
x20358	erst	CC-BY 2.0 (France) Attribution: tatoeba.org #10541818 (CK) & #11995271 (Pfirsichbaeumchen)
x20359	sonst	CC-BY 2.0 (France) Attribution: tatoeba.org #52085 (CM) & #12468513 (mayabe)
x20360	dabei	CC-BY 2.0 (France) Attribution: tatoeba.org #42877 (CM) & #2230560 (Tamy)
x20361	nennen	CC-BY 2.0 (France) Attribution: tatoeba.org #6898719 (CK) & #13536478 (Waldelfe)
x20362	egal	CC-BY 2.0 (France) Attribution: tatoeba.org #4666660 (CK) & #5025496 (UliDolbarge)
x20363	echt	CC-BY 2.0 (France) Attribution: tatoeba.org #7735398 (CK) & #8508949 (Luiaard)
x20364	rufen	CC-BY 2.0 (France) Attribution: tatoeba.org #4062800 (AlanF_US) & #13271463 (Waldelfe)
x20365	tragen	CC-BY 2.0 (France) Attribution: tatoeba.org #2361262 (CK) & #8496034 (Luiaard)
x20366	Ding	CC-BY 2.0 (France) Attribution: tatoeba.org #10085233 (CK) & #10027899 (wolfgangth)
x20367	Idee	CC-BY 2.0 (France) Attribution: tatoeba.org #43147 (CM) & #2300962 (Tamy)
x20368	Ahnung	CC-BY 2.0 (France) Attribution: tatoeba.org #6126637 (CK) & #2658762 (Pfirsichbaeumchen)
x20369	fast	CC-BY 2.0 (France) Attribution: tatoeba.org #8540442 (CK) & #12747239 (Waldelfe)
x20370	Geschichte	CC-BY 2.0 (France) Attribution: tatoeba.org #291388 (CK) & #491552 (Ullalia)
x20371	eigen	CC-BY 2.0 (France) Attribution: tatoeba.org #311484 (CK) & #353841 (lilygilder)
x20372	vorbei	CC-BY 2.0 (France) Attribution: tatoeba.org #953748 (CK) & #5921720 (raggione)
x20373	sogar	CC-BY 2.0 (France) Attribution: tatoeba.org #245802 (CM) & #725084 (Esperantostern)
x20374	Seite	CC-BY 2.0 (France) Attribution: tatoeba.org #27068 (CK) & #2146685 (Pfirsichbaeumchen)
x20375	endlich	CC-BY 2.0 (France) Attribution: tatoeba.org #38417 (CM) & #4413876 (raggione)
x20376	ändern	CC-BY 2.0 (France) Attribution: tatoeba.org #6866229 (CK) & #13510703 (Waldelfe)
x20377	Gesicht	CC-BY 2.0 (France) Attribution: tatoeba.org #8705964 (CK) & #8710026 (Yorwba)
x20378	Spiel	CC-BY 2.0 (France) Attribution: tatoeba.org #3824468 (CK) & #8646268 (Pfirsichbaeumchen)
x20379	schlimm	CC-BY 2.0 (France) Attribution: tatoeba.org #2276545 (CK) & #2322639 (Pfirsichbaeumchen)
x20380	singen	CC-BY 2.0 (France) Attribution: tatoeba.org #2361260 (CK) & #3710940 (Pfirsichbaeumchen)
x20381	außer	CC-BY 2.0 (France) Attribution: tatoeba.org #301960 (CK) & #654328 (Manfredo)
x20382	hängen	CC-BY 2.0 (France) Attribution: tatoeba.org #12180787 (sundown) & #8279455 (GuidoW)
x20383	Menge	CC-BY 2.0 (France) Attribution: tatoeba.org #50505 (CK) & #1892539 (Tamy)
x20384	Stück	CC-BY 2.0 (France) Attribution: tatoeba.org #254325 (CK) & #1445973 (Manfredo)
x20385	ansehen	CC-BY 2.0 (France) Attribution: tatoeba.org #12321427 (CK) & #12660922 (Waldelfe)
x20386	voll	CC-BY 2.0 (France) Attribution: tatoeba.org #4530071 (CK) & #1815780 (Pfirsichbaeumchen)
x20387	überall	CC-BY 2.0 (France) Attribution: tatoeba.org #6873400 (CK) & #915703 (Fingerhut)
x20388	direkt	CC-BY 2.0 (France) Attribution: tatoeba.org #250563 (CK) & #9256587 (Pfirsichbaeumchen)
x20389	bauen	CC-BY 2.0 (France) Attribution: tatoeba.org #8749377 (LeeSooHa) & #12313886 (Augustus)
x20390	Person	CC-BY 2.0 (France) Attribution: tatoeba.org #6257327 (CK) & #10081001 (wolfgangth)
x20391	lügen	CC-BY 2.0 (France) Attribution: tatoeba.org #633502 (bferrant) & #2533509 (Pfirsichbaeumchen)
x20392	Witz	CC-BY 2.0 (France) Attribution: tatoeba.org #6041590 (Hybrid) & #11139170 (Pfirsichbaeumchen)
x20393	erreichen	CC-BY 2.0 (France) Attribution: tatoeba.org #61607 (CK) & #612844 (Pfirsichbaeumchen)
x20394	total	CC-BY 2.0 (France) Attribution: tatoeba.org #8113244 (Hybrid) & #8646898 (Melang)
x20395	Körper	CC-BY 2.0 (France) Attribution: tatoeba.org #280232 (CM) & #2089262 (Zaghawa)
x20396	damals	CC-BY 2.0 (France) Attribution: tatoeba.org #874537 (darinmex) & #2821823 (Pfirsichbaeumchen)
x20397	stören	CC-BY 2.0 (France) Attribution: tatoeba.org #3924524 (Josh) & #10019557 (Pfirsichbaeumchen)
x20398	Pferd	CC-BY 2.0 (France) Attribution: tatoeba.org #8931393 (CK) & #12566683 (Waldelfe)
x20399	drüben	CC-BY 2.0 (France) Attribution: tatoeba.org #8216082 (CK) & #8220836 (MisterTrouser)
x20400	Team	CC-BY 2.0 (France) Attribution: tatoeba.org #1346553 (CK) & #1852631 (Zaghawa)
x20401	hart	CC-BY 2.0 (France) Attribution: tatoeba.org #41367 (Swift) & #1972403 (Tamy)
x20402	wenigstens	CC-BY 2.0 (France) Attribution: tatoeba.org #3428510 (CK) & #3707594 (Sicaria)
x20403	Tier	CC-BY 2.0 (France) Attribution: tatoeba.org #282392 (CM) & #362784 (Kerstin)
x20404	weinen	CC-BY 2.0 (France) Attribution: tatoeba.org #2768997 (Hybrid) & #2769122 (Pfirsichbaeumchen)
x20405	vorher	CC-BY 2.0 (France) Attribution: tatoeba.org #11066194 (sundown) & #5234115 (dispy)
x20406	merken	CC-BY 2.0 (France) Attribution: tatoeba.org #10059508 (DJ_Saidez) & #10060047 (Pfirsichbaeumchen)
x20407	beenden	CC-BY 2.0 (France) Attribution: tatoeba.org #2014691 (CK) & #4225645 (Pfirsichbaeumchen)
x20408	Traum	CC-BY 2.0 (France) Attribution: tatoeba.org #10982457 (sundown) & #444005 (Espi)
x20409	wählen	CC-BY 2.0 (France) Attribution: tatoeba.org #2163136 (Source_VOA) & #2205799 (Pfirsichbaeumchen)
x20410	teilen	CC-BY 2.0 (France) Attribution: tatoeba.org #284477 (CK) & #1673813 (Pfirsichbaeumchen)
x20411	Bescheid	CC-BY 2.0 (France) Attribution: tatoeba.org #2990908 (CM) & #5676066 (raggione)
x20412	Ziel	CC-BY 2.0 (France) Attribution: tatoeba.org #321899 (CK) & #1407038 (Zaghawa)
x20413	Schwein	CC-BY 2.0 (France) Attribution: tatoeba.org #1895562 (CK) & #3552401 (al_ex_an_der)
x20414	Unfall	CC-BY 2.0 (France) Attribution: tatoeba.org #321839 (CK) & #1074390 (Esperantostern)
x20415	offen	CC-BY 2.0 (France) Attribution: tatoeba.org #273941 (CK) & #369380 (xtofu80)
x20416	hoffentlich	CC-BY 2.0 (France) Attribution: tatoeba.org #1529431 (CK) & #2230105 (Vortarulo)
x20417	träumen	CC-BY 2.0 (France) Attribution: tatoeba.org #1700618 (Amastan) & #1709361 (Pfirsichbaeumchen)
x20418	Ohr	CC-BY 2.0 (France) Attribution: tatoeba.org #8574756 (sundown) & #2629556 (al_ex_an_der)
x20419	unbedingt	CC-BY 2.0 (France) Attribution: tatoeba.org #7197026 (CK) & #822559 (MUIRIEL)
x20420	Kamera	CC-BY 2.0 (France) Attribution: tatoeba.org #250293 (CK) & #1538125 (al_ex_an_der)
x20421	Kontakt	CC-BY 2.0 (France) Attribution: tatoeba.org #11932622 (CK) & #11932752 (Naina)
x20422	aufpassen	CC-BY 2.0 (France) Attribution: tatoeba.org #3312361 (CK) & #8808445 (skanne)
x20423	Gericht	CC-BY 2.0 (France) Attribution: tatoeba.org #2207433 (Hybrid) & #6147507 (Pfirsichbaeumchen)
x20424	Wald	CC-BY 2.0 (France) Attribution: tatoeba.org #2259495 (_undertoad) & #2351831 (Pfirsichbaeumchen)
x20425	Kirche	CC-BY 2.0 (France) Attribution: tatoeba.org #507914 (CK) & #508451 (Huluk)
x20426	schrecklich	CC-BY 2.0 (France) Attribution: tatoeba.org #8533364 (sundown) & #8950689 (Pfirsichbaeumchen)
x20427	Hose	CC-BY 2.0 (France) Attribution: tatoeba.org #60954 (CM) & #1973336 (Manfredo)
x20428	traurig	CC-BY 2.0 (France) Attribution: tatoeba.org #41755 (CK) & #1045290 (Sudajaengi)
x20429	ausgehen	CC-BY 2.0 (France) Attribution: tatoeba.org #72348 (CK) & #351757 (MUIRIEL)
x20430	probieren	CC-BY 2.0 (France) Attribution: tatoeba.org #2358964 (CK) & #6680973 (Manfredo)
x20431	schenken	CC-BY 2.0 (France) Attribution: tatoeba.org #9444474 (sundown) & #910881 (Sudajaengi)
x20432	Situation	CC-BY 2.0 (France) Attribution: tatoeba.org #6236243 (CK) & #6901411 (Pfirsichbaeumchen)
x20433	Besuch	CC-BY 2.0 (France) Attribution: tatoeba.org #436451 (lukaszpp) & #3062725 (Pfirsichbaeumchen)
x20434	Hals	CC-BY 2.0 (France) Attribution: tatoeba.org #2892163 (CK) & #7457583 (Pfirsichbaeumchen)
x20435	Interesse	CC-BY 2.0 (France) Attribution: tatoeba.org #300351 (CK) & #340913 (MUIRIEL)
x20436	Kleid	CC-BY 2.0 (France) Attribution: tatoeba.org #315799 (CS) & #5931880 (Zaghawa)
x20437	kontrollieren	CC-BY 2.0 (France) Attribution: tatoeba.org #1841223 (Spamster) & #1841302 (Pfirsichbaeumchen)
x20438	furchtbar	CC-BY 2.0 (France) Attribution: tatoeba.org #1949955 (drjuly) & #7905904 (Pfirsichbaeumchen)
x20439	Insel	CC-BY 2.0 (France) Attribution: tatoeba.org #1123693 (CK) & #1367932 (al_ex_an_der)
x20440	klappen	CC-BY 2.0 (France) Attribution: tatoeba.org #2892270 (CK) & #3044319 (Zaghawa)
x20441	pro	CC-BY 2.0 (France) Attribution: tatoeba.org #9966178 (DJ_Saidez) & #13664518 (Naina)
x20442	Ball	CC-BY 2.0 (France) Attribution: tatoeba.org #42563 (CM) & #2172503 (Tamy)
x20443	zuhören	CC-BY 2.0 (France) Attribution: tatoeba.org #10597661 (CK) & #12628316 (Waldelfe)
x20444	Ring	CC-BY 2.0 (France) Attribution: tatoeba.org #11605201 (sundown) & #8791722 (Pfirsichbaeumchen)
x20445	liefern	CC-BY 2.0 (France) Attribution: tatoeba.org #24200 (CK) & #1467179 (Manfredo)
x20446	Katze	CC-BY 2.0 (France) Attribution: tatoeba.org #259879 (CK) & #2140572 (Pfirsichbaeumchen)
x20447	Unternehmen	CC-BY 2.0 (France) Attribution: tatoeba.org #274871 (CK) & #626119 (Manfredo)
x20448	Brücke	CC-BY 2.0 (France) Attribution: tatoeba.org #48662 (CK) & #1702693 (al_ex_an_der)
x20449	Club	CC-BY 2.0 (France) Attribution: tatoeba.org #50529 (CK) & #665266 (Esperantostern)
x20450	Berg	CC-BY 2.0 (France) Attribution: tatoeba.org #272172 (CK) & #3067937 (Pfirsichbaeumchen)
x20451	beibringen	CC-BY 2.0 (France) Attribution: tatoeba.org #1739406 (Amastan) & #1743769 (Pfirsichbaeumchen)
x20452	reiten	CC-BY 2.0 (France) Attribution: tatoeba.org #268434 (CK) & #716410 (Manfredo)
x20453	erschrecken	CC-BY 2.0 (France) Attribution: tatoeba.org #2290419 (CK) & #2757094 (raggione)
x20454	Angriff	CC-BY 2.0 (France) Attribution: tatoeba.org #23409 (Swift) & #3412081 (Pfirsichbaeumchen)
x20455	Engel	CC-BY 2.0 (France) Attribution: tatoeba.org #5797542 (Eccles17) & #5797703 (Pfirsichbaeumchen)
x20456	wechseln	CC-BY 2.0 (France) Attribution: tatoeba.org #60231 (CK) & #437485 (MUIRIEL)
x20457	zulassen	CC-BY 2.0 (France) Attribution: tatoeba.org #18018 (CK) & #2201311 (Pfirsichbaeumchen)
x20458	Schuss	CC-BY 2.0 (France) Attribution: tatoeba.org #1334618 (CK) & #1414788 (PeterR)
